"source_peptide","target","group","fold","fraction_true","pred_mean","pred_median","n_peptide","n_pos","pred_min","pred_max","longest_pos","n_pos_10","frac_0_0.2","frac_0.2_0.4","frac_0.4_0.6","frac_0.6_0.8","frac_0.8_1"
"AMP2988","TRUE","(36,60]",4,0.4,0.461099081319165,0.450846087503439,35,14,0.115554762878447,0.746603198457868,8,0,0.142857142857143,0.285714285714286,0.2,0.371428571428571,0
"AMP2989","TRUE","(36,60]",3,0.790697674418605,0.579535884035996,0.546088051709051,43,34,0.399405346017571,0.830070400060586,14,2,0,0.0232558139534884,0.581395348837209,0.302325581395349,0.0930232558139535
"AMP2991","TRUE","(60,710]",3,0.175824175824176,0.360905700508382,0.329104421297858,364,64,0.0711058118359219,0.922197262395919,15,4,0.17032967032967,0.472527472527473,0.252747252747253,0.0796703296703297,0.0247252747252747
"AMP2992","TRUE","(36,60]",1,0.468085106382979,0.510642922036225,0.478150271432764,47,22,0.172775292401524,0.876201127305739,10,1,0.0638297872340425,0.0851063829787234,0.553191489361702,0.276595744680851,0.0212765957446809
"AMP2993","TRUE","(60,710]",5,0.223021582733813,0.307036070072869,0.228267803157334,139,31,0.0460938512264828,0.777435064710979,15,1,0.424460431654676,0.309352517985612,0.115107913669065,0.151079136690647,0
"AMP2994","TRUE","(60,710]",1,0.301587301587302,0.344401718068462,0.296735009019522,63,19,0.0218363119000487,0.758078605105046,11,1,0.396825396825397,0.238095238095238,0.174603174603175,0.19047619047619,0
"AMP2995","TRUE","(26,36]",5,0.0740740740740741,0.258188690790054,0.235551707151526,27,2,0.127190241750292,0.626603657562466,2,0,0.407407407407407,0.481481481481481,0.0740740740740741,0.037037037037037,0
"AMP2996","TRUE","(60,710]",4,0.690909090909091,0.568115405081005,0.561826019168408,55,38,0.195104250170053,0.830545858540541,16,1,0.0181818181818182,0.0727272727272727,0.509090909090909,0.381818181818182,0.0181818181818182
"AMP2997","TRUE","(60,710]",5,0.25,0.381258462233786,0.372280292523678,52,13,0.10648624520817,0.725391794227669,11,1,0.25,0.365384615384615,0.25,0.134615384615385,0
"AMP2998","TRUE","(60,710]",2,0.344262295081967,0.423833564038581,0.37855154019136,61,21,0.0976441213295385,0.82278870119153,9,0,0.147540983606557,0.39344262295082,0.245901639344262,0.163934426229508,0.0491803278688525
"AMP30","TRUE","(36,60]",4,0,0.300462751817444,0.286593569165683,40,0,0.127734337890172,0.49203753381656,0,0,0.15,0.65,0.2,0,0
"AMP300","TRUE","(60,710]",3,0.0446428571428571,0.279080910974823,0.276112385086114,112,5,0.0458763080100695,0.561627999930158,2,0,0.258928571428571,0.633928571428571,0.107142857142857,0,0
"AMP3000","TRUE","(60,710]",5,0.311111111111111,0.388273903169408,0.291343527654842,135,42,0.0275994905741593,0.990123846650855,20,2,0.377777777777778,0.22962962962963,0.17037037037037,0.0148148148148148,0.207407407407407
"AMP3005","TRUE","(26,36]",5,0.52,0.52614930179667,0.505097195666394,25,13,0.165650831656963,0.825613983042033,6,0,0.04,0.32,0.24,0.36,0.04
"AMP3006","TRUE","(60,710]",5,0.509090909090909,0.475586074593217,0.500628295316122,55,28,0.136520613550543,0.829819691494878,10,1,0.109090909090909,0.218181818181818,0.454545454545455,0.2,0.0181818181818182
"AMP3007","TRUE","(60,710]",2,0.431034482758621,0.472208120923008,0.454093407125313,58,25,0.0370706874568834,0.849633479123526,13,1,0.103448275862069,0.224137931034483,0.344827586206897,0.310344827586207,0.0172413793103448
"AMP3008","TRUE","(60,710]",3,0.649122807017544,0.605244242250287,0.621726776051859,57,37,0.218561366323533,0.956611398219659,28,1,0,0.245614035087719,0.245614035087719,0.245614035087719,0.263157894736842
"AMP301","TRUE","[11,19]",3,1,0.611025475220097,0.627905569443554,8,8,0.501179696559829,0.708148069504201,8,0,0,0,0.375,0.625,0
"AMP3010","TRUE","(36,60]",2,0.478260869565217,0.454994391554291,0.454808202077832,46,22,0.0782663229157131,0.817386930333738,22,1,0.239130434782609,0.195652173913043,0.130434782608696,0.369565217391304,0.0652173913043478
"AMP3011","TRUE","(36,60]",1,0.46,0.437190920370929,0.41066220637739,50,23,0.0411003381071203,0.79491370304016,11,2,0.24,0.2,0.26,0.3,0
"AMP3012","TRUE","(60,710]",5,0.482014388489209,0.437273586526177,0.458625719745837,139,67,0.0272799987518153,0.938121373980725,23,3,0.280575539568345,0.18705035971223,0.179856115107914,0.244604316546763,0.107913669064748
"AMP3014","TRUE","(60,710]",2,0.403508771929825,0.421454738217359,0.44220868343676,57,23,0.0789622479393949,0.747172504140398,13,1,0.175438596491228,0.263157894736842,0.315789473684211,0.245614035087719,0
"AMP3015","TRUE","(60,710]",1,0.164502164502165,0.325130551706617,0.315688839527216,462,76,0.034486536186524,0.817757803102353,20,2,0.251082251082251,0.458874458874459,0.216450216450216,0.0714285714285714,0.00216450216450216
"AMP3016","TRUE","(60,710]",2,0.4875,0.4666436167843,0.470542201342724,80,39,0.0115899562490146,0.838038040220603,38,1,0.2,0.15,0.2625,0.375,0.0125
"AMP3017","TRUE","(60,710]",1,0.131147540983607,0.302234836150696,0.290139978553988,488,64,0.0163236367868043,0.770482450737829,9,0,0.295081967213115,0.448770491803279,0.202868852459016,0.0532786885245902,0
"AMP3018","TRUE","(26,36]",2,0.391304347826087,0.445669901359523,0.458261239614489,23,9,0.182584621732681,0.699301472523996,5,0,0.0869565217391304,0.304347826086957,0.391304347826087,0.217391304347826,0
"AMP3019","TRUE","(60,710]",1,0.358974358974359,0.405445667157662,0.385345445059228,117,42,0.0564108269492724,0.905350526096975,23,1,0.213675213675214,0.316239316239316,0.307692307692308,0.0854700854700855,0.0769230769230769
"AMP302","TRUE","(36,60]",2,0.228571428571429,0.401963786506509,0.429208799687198,35,8,0.182392627602391,0.749218240765176,5,0,0.114285714285714,0.342857142857143,0.428571428571429,0.114285714285714,0
"AMP3026","TRUE","(60,710]",3,0.243386243386243,0.35427736337447,0.316300456552388,189,46,0.0335321722088932,0.798635199500106,10,1,0.26984126984127,0.322751322751323,0.275132275132275,0.132275132275132,0
"AMP303","TRUE","[11,19]",3,0.75,0.625279129240779,0.685628130272561,8,6,0.403695523325986,0.743091396913238,6,0,0,0,0.375,0.625,0
"AMP3032","TRUE","(19,26]",1,0.923076923076923,0.67505060674285,0.682031413106623,13,12,0.484435844860818,0.757407474322908,12,1,0,0,0.0769230769230769,0.923076923076923,0
"AMP3033","TRUE","(60,710]",1,0.36046511627907,0.428885606064577,0.379800335463522,86,31,0.032649103151979,0.894758715461098,19,1,0.244186046511628,0.27906976744186,0.186046511627907,0.151162790697674,0.13953488372093
"AMP3035","TRUE","(60,710]",5,0.385964912280702,0.440113509469296,0.402943874802134,57,22,0.116399033190437,0.782755756404772,15,1,0.0701754385964912,0.403508771929825,0.245614035087719,0.280701754385965,0
"AMP3037","TRUE","(60,710]",1,0.359375,0.413802594397573,0.415581098888164,128,46,0.0441406889597539,0.952570357256978,12,2,0.2109375,0.265625,0.3515625,0.109375,0.0625
"AMP3038","TRUE","(60,710]",4,0.253246753246753,0.353883994781109,0.36011998045193,154,39,0.0421465041648537,0.733575968164389,9,0,0.233766233766234,0.357142857142857,0.318181818181818,0.0909090909090909,0
"AMP3039","TRUE","(60,710]",5,0.373134328358209,0.446315310892251,0.401217571339529,67,25,0.118879058078533,0.859297553369154,16,1,0.0597014925373134,0.432835820895522,0.298507462686567,0.134328358208955,0.0746268656716418
"AMP304","TRUE","(19,26]",4,0.0769230769230769,0.371786010606282,0.373562513919191,13,1,0.229549511206219,0.569227587568491,1,0,0,0.615384615384615,0.384615384615385,0,0
"AMP3040","TRUE","(60,710]",5,0.406779661016949,0.451244114464113,0.428208877808237,118,48,0.12470570381516,0.880916903088486,23,1,0.110169491525424,0.355932203389831,0.313559322033898,0.169491525423729,0.0508474576271186
"AMP3041","TRUE","(60,710]",5,0.241206030150754,0.371046075277138,0.359312145391255,199,48,0.0561319142963638,0.762342777432177,8,0,0.160804020100503,0.4321608040201,0.316582914572864,0.0904522613065327,0
"AMP3042","TRUE","(60,710]",1,0.254545454545455,0.385298212663244,0.369621733565287,165,42,0.0814828580896027,0.770451734189174,8,0,0.187878787878788,0.387878787878788,0.260606060606061,0.163636363636364,0
"AMP3043","TRUE","(60,710]",3,0.0892018779342723,0.307238817115698,0.292147760134877,213,19,0.050301169469678,0.752527660408499,6,0,0.234741784037559,0.525821596244131,0.2018779342723,0.0375586854460094,0
"AMP3044","TRUE","(60,710]",4,0.22962962962963,0.342978837970431,0.317691494202654,135,31,0.0484767740996818,0.901626216879554,9,0,0.348148148148148,0.274074074074074,0.214814814814815,0.125925925925926,0.037037037037037
"AMP3045","TRUE","(60,710]",5,0.0827067669172932,0.315839443507989,0.301104538775331,133,11,0.0341025761741589,0.756393995699189,5,0,0.203007518796992,0.481203007518797,0.293233082706767,0.0225563909774436,0
"AMP3047","TRUE","(60,710]",1,0.703703703703704,0.619064302473631,0.614653048534851,54,38,0.171420644555574,0.846462523050545,19,2,0.0185185185185185,0.0740740740740741,0.37037037037037,0.388888888888889,0.148148148148148
"AMP3049","TRUE","(60,710]",1,0.366336633663366,0.422964230586584,0.353302178965977,101,37,0.0517255646038559,0.963386293358677,17,1,0.118811881188119,0.445544554455446,0.217821782178218,0.118811881188119,0.099009900990099
"AMP305","TRUE","(36,60]",2,0.551724137931034,0.482118165689382,0.504229893291374,29,16,0.123243860027242,0.731318800787922,10,1,0.0689655172413793,0.275862068965517,0.379310344827586,0.275862068965517,0
"AMP3052","TRUE","(60,710]",2,0.581818181818182,0.563149501932163,0.681413074513552,55,32,0.147183637500152,0.880714650085745,32,1,0.0909090909090909,0.309090909090909,0.0363636363636364,0.327272727272727,0.236363636363636
"AMP3054","TRUE","(60,710]",4,0.568965517241379,0.553374930691871,0.534026209687795,58,33,0.26633583666596,0.820079150907432,14,2,0,0.189655172413793,0.396551724137931,0.379310344827586,0.0344827586206897
"AMP3055","TRUE","(60,710]",5,0.714285714285714,0.610647805829467,0.670473656001437,56,40,0.21993293782951,0.934228170495913,35,1,0,0.178571428571429,0.232142857142857,0.5,0.0892857142857143
"AMP3058","TRUE","(36,60]",2,0.705882352941177,0.574570751562922,0.582333534014995,51,36,0.257288347571124,0.910114396478698,14,2,0,0.0980392156862745,0.529411764705882,0.294117647058824,0.0784313725490196
"AMP3059","TRUE","(60,710]",2,0.206896551724138,0.440122545133228,0.425255340969664,58,12,0.274142330347665,0.686684790860853,10,1,0,0.379310344827586,0.551724137931034,0.0689655172413793,0
"AMP3061","TRUE","(60,710]",2,0.684931506849315,0.593230759537736,0.588834632307242,73,50,0.0967555220116529,0.904069655124273,30,2,0.0273972602739726,0.150684931506849,0.342465753424658,0.342465753424658,0.136986301369863
"AMP3068","TRUE","(60,710]",4,0.216,0.357991860418766,0.350390657612517,125,27,0.0799880436944378,0.720631243783695,7,0,0.184,0.368,0.4,0.048,0
"AMP3069","TRUE","(60,710]",4,0.340579710144928,0.409843392321013,0.421783336175266,138,47,0.0409984164774265,0.841069139769377,14,1,0.202898550724638,0.27536231884058,0.282608695652174,0.202898550724638,0.036231884057971
"AMP3072","TRUE","(60,710]",2,0.178571428571429,0.284907858119059,0.222927690324116,84,15,0.052263989891414,0.646808926981425,6,0,0.476190476190476,0.226190476190476,0.226190476190476,0.0714285714285714,0
"AMP3074","TRUE","(60,710]",4,0.293333333333333,0.439616418780466,0.410773214355904,75,22,0.109703496890662,0.888125549653271,8,0,0.0666666666666667,0.413333333333333,0.32,0.16,0.04
"AMP3075","TRUE","(60,710]",2,0.598360655737705,0.540398711744852,0.557525203516722,122,73,0.0978186202678951,0.907514234418894,27,2,0.0245901639344262,0.139344262295082,0.475409836065574,0.311475409836066,0.0491803278688525
"AMP3076","TRUE","(60,710]",2,0.401639344262295,0.445585909817159,0.451817767191468,122,49,0.0648336933363911,0.690463211669348,11,3,0.0737704918032787,0.270491803278689,0.532786885245902,0.122950819672131,0
"AMP3077","TRUE","(60,710]",5,0.174496644295302,0.322332218263906,0.303484781894381,149,26,0.0397317161612391,0.792575403630655,10,1,0.335570469798658,0.308724832214765,0.275167785234899,0.0805369127516778,0
"AMP3078","TRUE","(60,710]",2,0.654545454545455,0.562247944798802,0.601733182982399,55,36,0.207081113625585,0.886937026218912,29,1,0,0.272727272727273,0.218181818181818,0.418181818181818,0.0909090909090909
"AMP3079","TRUE","(60,710]",5,0.208020050125313,0.335780770736569,0.323662118766215,399,83,0.0291104741200638,0.851337163777983,20,2,0.305764411027569,0.318295739348371,0.288220551378446,0.0676691729323308,0.0200501253132832
"AMP308","TRUE","(36,60]",4,0.428571428571429,0.472023024015999,0.469195897841227,35,15,0.114816945375135,0.717756073152195,8,0,0.0285714285714286,0.314285714285714,0.4,0.257142857142857,0
"AMP3080","TRUE","(60,710]",2,0.160516605166052,0.313836026449036,0.281425645262257,542,87,0.0268548501056586,0.913787344755812,25,4,0.298892988929889,0.400369003690037,0.225092250922509,0.0645756457564576,0.011070110701107
"AMP3082","TRUE","(60,710]",2,0.372340425531915,0.430383078642203,0.417715723866121,94,35,0.0506266889761116,0.932794929143632,15,1,0.159574468085106,0.319148936170213,0.287234042553192,0.148936170212766,0.0851063829787234
"AMP3084","TRUE","(60,710]",1,0.350877192982456,0.408537325970782,0.373577129544156,114,40,0.0381450226548682,0.795717654602281,15,3,0.192982456140351,0.37719298245614,0.184210526315789,0.245614035087719,0
"AMP3085","TRUE","(60,710]",2,0.336134453781513,0.398225611715853,0.404289465125151,119,40,0.0200066614613522,0.799299371808298,10,1,0.176470588235294,0.310924369747899,0.34453781512605,0.168067226890756,0
"AMP3088","TRUE","(60,710]",4,0.0428571428571429,0.223633966115001,0.19892215533908,350,15,0.0155571816671003,0.886945096489606,11,1,0.502857142857143,0.417142857142857,0.0428571428571429,0.02,0.0171428571428571
"AMP3089","TRUE","(60,710]",4,0.0476190476190476,0.268907642911554,0.236864961849432,63,3,0.10242203960795,0.610140626774998,2,0,0.317460317460317,0.523809523809524,0.142857142857143,0.0158730158730159,0
"AMP3093","TRUE","(36,60]",1,0.228571428571429,0.35979755929466,0.330408520807743,35,8,0.0358243132780898,0.907201085464331,5,0,0.228571428571429,0.485714285714286,0.114285714285714,0.0857142857142857,0.0857142857142857
"AMP3095","TRUE","(60,710]",4,0.226890756302521,0.365956265662347,0.359308446394034,119,27,0.0414598919668982,0.714366179910695,8,0,0.19327731092437,0.378151260504202,0.319327731092437,0.109243697478992,0
"AMP3096","TRUE","(60,710]",3,0.269662921348315,0.360717727663804,0.356590766379432,89,24,0.0436933964307355,0.870764390361401,11,1,0.292134831460674,0.337078651685393,0.213483146067416,0.112359550561798,0.0449438202247191
"AMP3097","TRUE","(60,710]",2,0.0434782608695652,0.282518855295195,0.261386540312629,92,4,0.0599681424715569,0.753556210692843,4,0,0.206521739130435,0.673913043478261,0.0869565217391304,0.0326086956521739,0
"AMP3098","TRUE","(60,710]",1,0.153846153846154,0.359296298856985,0.324628004314794,78,12,0.063249377437453,0.774475584409382,8,0,0.115384615384615,0.551282051282051,0.243589743589744,0.0897435897435897,0
"AMP3099","TRUE","(60,710]",5,0.0853658536585366,0.251687216891206,0.225756233921342,246,21,0.0262148373257149,0.657252645288386,7,0,0.414634146341463,0.410569105691057,0.150406504065041,0.024390243902439,0
"AMP31","TRUE","(26,36]",5,0.521739130434783,0.535746606024442,0.543600199455023,23,12,0.349627842912758,0.676599282586609,12,1,0,0.0869565217391304,0.565217391304348,0.347826086956522,0
"AMP310","TRUE","(36,60]",5,0.425531914893617,0.445714303809961,0.443058250665048,47,20,0.0257756913284227,0.842370916281408,18,1,0.319148936170213,0.106382978723404,0.212765957446809,0.297872340425532,0.0638297872340425
"AMP3100","TRUE","(60,710]",2,0.10958904109589,0.315544625775016,0.289053835531257,146,16,0.0582169139505901,0.755402704191749,8,0,0.246575342465753,0.479452054794521,0.205479452054795,0.0684931506849315,0
"AMP3101","TRUE","(60,710]",2,0.17741935483871,0.276965623046293,0.234690818514854,186,33,0.043909368005285,0.787029231575474,12,1,0.440860215053763,0.32258064516129,0.172043010752688,0.0645161290322581,0
"AMP3104","TRUE","(60,710]",2,0.439024390243902,0.464788721271335,0.462142921833987,82,36,0.041520078490813,0.857149542616624,19,2,0.121951219512195,0.292682926829268,0.304878048780488,0.170731707317073,0.109756097560976
"AMP3105","TRUE","(60,710]",5,0.104761904761905,0.271779536082375,0.250231231946878,105,11,0.0472710452056748,0.773464623671825,6,0,0.419047619047619,0.4,0.133333333333333,0.0476190476190476,0
"AMP3107","TRUE","(36,60]",4,0.075,0.262730372032987,0.220014906726479,40,3,0.0913654159775914,0.589518626492253,3,0,0.425,0.45,0.125,0,0
"AMP3108","TRUE","(60,710]",2,0.258992805755396,0.377752631559846,0.309198430112621,139,36,0.0933397079828676,0.847281104734319,22,1,0.18705035971223,0.453237410071942,0.194244604316547,0.122302158273381,0.0431654676258993
"AMP3109","TRUE","(60,710]",2,0.365384615384615,0.459068488310604,0.472176564954142,52,19,0.0490127908544793,0.812333709543602,10,1,0.153846153846154,0.115384615384615,0.480769230769231,0.230769230769231,0.0192307692307692
"AMP311","TRUE","(36,60]",1,0.478260869565217,0.500365202832003,0.478263133918226,46,22,0.207761509467279,0.680976351956647,13,1,0,0.217391304347826,0.456521739130435,0.326086956521739,0
"AMP3111","TRUE","(36,60]",3,0.32258064516129,0.434114060009037,0.355901337438289,31,10,0.181157435593483,0.742824685990533,10,1,0.0967741935483871,0.483870967741935,0.129032258064516,0.290322580645161,0
"AMP3112","TRUE","(36,60]",1,0.59375,0.580595905481629,0.629896677049124,32,19,0.236883987818772,0.852074671086929,13,1,0,0.15625,0.3125,0.40625,0.125
"AMP3113","TRUE","(36,60]",4,0.351351351351351,0.42126883589483,0.472839281691145,37,13,0.126777161172436,0.616997832720062,8,0,0.135135135135135,0.27027027027027,0.513513513513513,0.0810810810810811,0
"AMP3114","TRUE","(36,60]",4,0.4375,0.514401836628417,0.4472078640043,32,14,0.227024298811679,0.856905879214182,12,1,0,0.34375,0.3125,0.21875,0.125
"AMP3115","TRUE","(26,36]",2,0.461538461538462,0.513150881447114,0.448620987596304,26,12,0.308990163315668,0.795236562665065,6,0,0,0.269230769230769,0.423076923076923,0.307692307692308,0
"AMP3116","TRUE","(60,710]",1,0.145077720207254,0.277724607747701,0.230317614166367,193,28,0.0298084128620895,0.780745418143163,12,1,0.440414507772021,0.321243523316062,0.150259067357513,0.0880829015544041,0
"AMP3118","TRUE","(36,60]",4,0.543478260869565,0.485804761909593,0.543566803700275,46,25,0.136010472008491,0.861114940064531,16,1,0.195652173913043,0.173913043478261,0.304347826086957,0.195652173913043,0.130434782608696
"AMP3119","TRUE","(60,710]",4,0.223628691983122,0.35132653658298,0.305502973749637,474,106,0.0411491975608373,0.904305704651194,12,3,0.234177215189873,0.440928270042194,0.187763713080169,0.105485232067511,0.0316455696202532
"AMP3120","TRUE","(36,60]",5,0.314285714285714,0.411925214579201,0.344224328881763,35,11,0.0892397624377046,0.865856427412902,11,1,0.114285714285714,0.514285714285714,0.142857142857143,0.142857142857143,0.0857142857142857
"AMP3121","TRUE","(60,710]",1,0.557692307692308,0.487776933118999,0.522618792852526,52,29,0.126221360371543,0.787306574234234,20,1,0.0576923076923077,0.326923076923077,0.288461538461538,0.326923076923077,0
"AMP3124","TRUE","(60,710]",4,0.0606060606060606,0.242321078522968,0.2246639354278,330,20,0.0211826879694814,0.659602865299706,8,0,0.445454545454545,0.409090909090909,0.13030303030303,0.0151515151515152,0
"AMP3126","TRUE","(60,710]",1,0.45,0.472228678988082,0.475987504021583,80,36,0.0875770280585142,0.873426791695594,24,1,0.2125,0.1625,0.3,0.225,0.1
"AMP3127","TRUE","(60,710]",5,0.285714285714286,0.348341475939096,0.302859165776827,56,16,0.0424063476590928,0.784162790878174,8,0,0.339285714285714,0.285714285714286,0.160714285714286,0.214285714285714,0
"AMP3128","TRUE","(60,710]",4,0.173913043478261,0.353164836655183,0.334415120165234,138,24,0.080070141628195,0.776156161948773,8,0,0.166666666666667,0.514492753623188,0.22463768115942,0.0942028985507246,0
"AMP3129","TRUE","(36,60]",1,0.457142857142857,0.43007549187296,0.47027349363367,35,16,0.0540884490521112,0.749777431218069,11,1,0.257142857142857,0.114285714285714,0.371428571428571,0.257142857142857,0
"AMP313","TRUE","(60,710]",1,0.143333333333333,0.306649989114946,0.280062823143359,300,43,0.0394443148956307,0.676188398334678,7,0,0.28,0.436666666666667,0.26,0.0233333333333333,0
"AMP3130","TRUE","(60,710]",4,0.191176470588235,0.361640734085734,0.331707737989745,68,13,0.133972917916681,0.747487345631793,8,0,0.161764705882353,0.558823529411765,0.147058823529412,0.132352941176471,0
"AMP3131","TRUE","[11,19]",1,0.625,0.469651299598635,0.524606748245941,8,5,0.220287557066803,0.559746727484096,5,0,0,0.25,0.75,0,0
"AMP3133","TRUE","[11,19]",4,0.777777777777778,0.633877330091818,0.696074924583956,9,7,0.456823104438175,0.723200359402736,7,0,0,0,0.333333333333333,0.666666666666667,0
"AMP3134","TRUE","[11,19]",4,0.666666666666667,0.508978832313498,0.560869900500687,9,6,0.33153378027258,0.640517120919029,6,0,0,0.222222222222222,0.666666666666667,0.111111111111111,0
"AMP3135","TRUE","(60,710]",3,0.290322580645161,0.412856952139843,0.395745038412041,93,27,0.0635996488738433,0.912407411074615,12,1,0.139784946236559,0.365591397849462,0.301075268817204,0.129032258064516,0.0645161290322581
"AMP3136","TRUE","(19,26]",2,1,0.616682900530931,0.592609621770417,15,15,0.502715041395365,0.737398451573147,15,1,0,0,0.533333333333333,0.466666666666667,0
"AMP3138","TRUE","(36,60]",2,0,0.22818626182738,0.226565058093921,46,0,0.0264047303496733,0.43423904915593,0,0,0.456521739130435,0.434782608695652,0.108695652173913,0,0
"AMP3139","TRUE","[11,19]",5,0.8,0.695689344327966,0.750618945872991,5,4,0.435937179343973,0.901314170551041,4,0,0,0,0.4,0.2,0.4
"AMP3142","TRUE","(60,710]",5,0.120772946859903,0.285572438270864,0.253468989750057,207,25,0.0378045673595518,0.767140901135155,7,0,0.333333333333333,0.454106280193237,0.159420289855072,0.0531400966183575,0
"AMP3145","TRUE","(60,710]",3,0.4,0.432418151783673,0.460575468177108,70,28,0.0910118976672331,0.750415649845505,8,0,0.128571428571429,0.3,0.414285714285714,0.157142857142857,0
"AMP3147","TRUE","(19,26]",5,1,0.806088325056585,0.834657231722813,17,17,0.676825615002354,0.866497232178548,17,1,0,0,0,0.294117647058824,0.705882352941177
"AMP3150","TRUE","(36,60]",3,0.441176470588235,0.436977890133086,0.482136326393646,34,15,0.0971968789118688,0.780179957620647,6,0,0.264705882352941,0.205882352941176,0.235294117647059,0.294117647058824,0
"AMP3151","TRUE","(60,710]",4,0.162790697674419,0.306759310077779,0.305569051221204,86,14,0.0218974471566137,0.86422425211498,9,0,0.313953488372093,0.430232558139535,0.197674418604651,0.0348837209302326,0.0232558139534884
"AMP3153","TRUE","[11,19]",3,0.8,0.725131251778268,0.823555942353838,5,4,0.424564969016533,0.879207250284454,4,0,0,0,0.2,0.2,0.6
"AMP3156","TRUE","(36,60]",5,0.42,0.453560220296677,0.44680833333974,50,21,0.144141904543677,0.737989219560204,13,1,0.08,0.34,0.38,0.2,0
"AMP3160","TRUE","(19,26]",1,0.882352941176471,0.732255466064592,0.79529723775303,17,15,0.401293073419684,0.868489730160744,15,1,0,0,0.176470588235294,0.470588235294118,0.352941176470588
"AMP3166","TRUE","(36,60]",2,0.55,0.508870663154391,0.523190787384046,40,22,0.117101202166936,0.834009352491998,15,1,0.1,0.125,0.375,0.35,0.05
"AMP3170","TRUE","[11,19]",1,1,0.704396333243084,0.711258089996542,9,9,0.628859055165522,0.750930571157581,9,0,0,0,0,1,0
"AMP3172","TRUE","(60,710]",2,0.172413793103448,0.329106498585121,0.274389746103753,87,15,0.0313043467662004,0.7590059679965,8,0,0.229885057471264,0.471264367816092,0.195402298850575,0.103448275862069,0
"AMP3173","TRUE","(60,710]",2,0.321739130434783,0.416940482295025,0.417575194631877,115,37,0.110840448394701,0.791061772724313,10,1,0.121739130434783,0.31304347826087,0.478260869565217,0.0869565217391304,0
"AMP3174","TRUE","(19,26]",2,0.125,0.396230614475979,0.382323972078498,16,2,0.269724953873929,0.658937221867899,2,0,0,0.625,0.3125,0.0625,0
"AMP3176","TRUE","(60,710]",4,0.440366972477064,0.448560655171023,0.459499059916673,109,48,0.098689425298588,0.768696259156116,12,1,0.073394495412844,0.348623853211009,0.339449541284404,0.238532110091743,0
"AMP3179","TRUE","(19,26]",3,1,0.882796746186953,0.902627839540105,15,15,0.776482278946581,0.97662956409826,15,1,0,0,0,0.2,0.8
"AMP318","TRUE","(36,60]",1,0.571428571428571,0.526123984363373,0.535124537463527,35,20,0.230125658304988,0.739764612672269,12,1,0,0.114285714285714,0.6,0.285714285714286,0
"AMP3180","TRUE","(60,710]",3,0.481012658227848,0.461589040112058,0.480981455025424,79,38,0.0615332541042445,0.877917112978865,15,2,0.113924050632911,0.278481012658228,0.316455696202532,0.253164556962025,0.0379746835443038
"AMP3181","TRUE","(36,60]",1,0.266666666666667,0.391701230355024,0.356940661412281,30,8,0.0996580101303013,0.667895816676819,7,0,0.1,0.466666666666667,0.3,0.133333333333333,0
"AMP3182","TRUE","(19,26]",5,0.214285714285714,0.350013254169654,0.330184327420724,14,3,0.170781618374087,0.619527276930206,3,0,0.0714285714285714,0.714285714285714,0.142857142857143,0.0714285714285714,0
"AMP3187","TRUE","(36,60]",5,0.724137931034483,0.645802177534873,0.696600847755395,29,21,0.381568906563936,0.860309626635909,11,2,0,0.0344827586206897,0.344827586206897,0.413793103448276,0.206896551724138
"AMP319","TRUE","(36,60]",3,0.5,0.476456636476505,0.500553858532251,34,17,0.105990487947359,0.76035917684564,10,1,0.0882352941176471,0.264705882352941,0.382352941176471,0.264705882352941,0
"AMP3190","TRUE","[11,19]",4,1,0.736588570230959,0.736588570230959,2,2,0.716830948089511,0.756346192372408,2,0,0,0,0,1,0
"AMP3193","TRUE","(36,60]",2,0.769230769230769,0.621735660246369,0.681153905197882,39,30,0.0891163662754979,0.891056845081138,30,1,0.128205128205128,0.0769230769230769,0.128205128205128,0.461538461538462,0.205128205128205
"AMP3194","TRUE","(36,60]",5,0.878048780487805,0.64462054668216,0.683221879838617,41,36,0.194445572991923,0.867413978033072,36,1,0.0487804878048781,0.0487804878048781,0.195121951219512,0.658536585365854,0.0487804878048781
"AMP3195","TRUE","(26,36]",1,0.611111111111111,0.538919193079786,0.530459397531938,18,11,0.376557600080686,0.779120469347095,4,0,0,0.0555555555555556,0.777777777777778,0.166666666666667,0
"AMP3196","TRUE","(60,710]",3,0.60377358490566,0.554591001761115,0.558006639962949,53,32,0.271733197295504,0.81412529646075,19,2,0,0.150943396226415,0.452830188679245,0.358490566037736,0.0377358490566038
"AMP3198","TRUE","[11,19]",1,0,0.228735371636941,0.266108286934433,6,0,0.0812656947861743,0.307862749453028,0,0,0.333333333333333,0.666666666666667,0,0,0
"AMP320","TRUE","(36,60]",3,0.4,0.374048336317463,0.281720470636528,30,12,0.105990487947359,0.687144646568991,10,1,0.3,0.266666666666667,0.166666666666667,0.266666666666667,0
"AMP3201","TRUE","(60,710]",1,0.62962962962963,0.539196371866229,0.575012998856663,54,34,0.116302454321567,0.85079592273999,17,2,0.0555555555555556,0.240740740740741,0.277777777777778,0.351851851851852,0.0740740740740741
"AMP3202","TRUE","(19,26]",1,0.882352941176471,0.830972495205875,0.899685039676388,17,15,0.409387252045694,0.975952054115964,15,1,0,0,0.117647058823529,0.235294117647059,0.647058823529412
"AMP3203","TRUE","(19,26]",4,0.875,0.683710678409491,0.683491543016425,16,14,0.457819190859816,0.860247163301589,8,0,0,0,0.25,0.4375,0.3125
